"state","county_name","year","state_po","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode"
"INDIANA","WABASH",2024,"IN","18169","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3335,13961,"20260225","TOTAL"
"INDIANA","WABASH",2024,"IN","18169","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",10425,13961,"20260225","TOTAL"
"INDIANA","WARREN",2024,"IN","18171","US PRESIDENT","OTHER","OTHER",46,4370,"20260225","TOTAL"
"INDIANA","WARREN",2024,"IN","18171","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",24,4370,"20260225","TOTAL"
"INDIANA","WARREN",2024,"IN","18171","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",898,4370,"20260225","TOTAL"
"INDIANA","WARREN",2024,"IN","18171","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3402,4370,"20260225","TOTAL"
"INDIANA","WARRICK",2024,"IN","18173","US PRESIDENT","OTHER","OTHER",348,33102,"20260225","TOTAL"
"INDIANA","WARRICK",2024,"IN","18173","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",11292,33102,"20260225","TOTAL"
"INDIANA","WARRICK",2024,"IN","18173","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",21280,33102,"20260225","TOTAL"
"INDIANA","WARRICK",2024,"IN","18173","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",182,33102,"20260225","TOTAL"
"INDIANA","WASHINGTON",2024,"IN","18175","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",9739,12723,"20260225","TOTAL"
"INDIANA","WASHINGTON",2024,"IN","18175","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2764,12723,"20260225","TOTAL"
"INDIANA","WASHINGTON",2024,"IN","18175","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",89,12723,"20260225","TOTAL"
"INDIANA","WASHINGTON",2024,"IN","18175","US PRESIDENT","OTHER","OTHER",131,12723,"20260225","TOTAL"
"INDIANA","WAYNE",2024,"IN","18177","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",17526,26827,"20260225","TOTAL"
"INDIANA","WAYNE",2024,"IN","18177","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",8828,26827,"20260225","TOTAL"
"INDIANA","WAYNE",2024,"IN","18177","US PRESIDENT","OTHER","OTHER",300,26827,"20260225","TOTAL"
"INDIANA","WAYNE",2024,"IN","18177","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",173,26827,"20260225","TOTAL"
"INDIANA","WELLS",2024,"IN","18179","US PRESIDENT","OTHER","OTHER",142,14110,"20260225","TOTAL"
"INDIANA","WELLS",2024,"IN","18179","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",11006,14110,"20260225","TOTAL"
"INDIANA","WELLS",2024,"IN","18179","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",112,14110,"20260225","TOTAL"
"INDIANA","WELLS",2024,"IN","18179","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2850,14110,"20260225","TOTAL"
"INDIANA","WHITE",2024,"IN","18181","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",89,11163,"20260225","TOTAL"
"INDIANA","WHITE",2024,"IN","18181","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",7969,11163,"20260225","TOTAL"
"INDIANA","WHITE",2024,"IN","18181","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2945,11163,"20260225","TOTAL"
"INDIANA","WHITE",2024,"IN","18181","US PRESIDENT","OTHER","OTHER",160,11163,"20260225","TOTAL"
"INDIANA","WHITLEY",2024,"IN","18183","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",13122,17740,"20260225","TOTAL"
"INDIANA","WHITLEY",2024,"IN","18183","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4275,17740,"20260225","TOTAL"
"INDIANA","WHITLEY",2024,"IN","18183","US PRESIDENT","OTHER","OTHER",204,17740,"20260225","TOTAL"
"INDIANA","WHITLEY",2024,"IN","18183","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",139,17740,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",558,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1001,4104,"20260225","ABSENTEE"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","UNDERVOTES","OTHER",22,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1915,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2916,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OTHER","OTHER",35,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OTHER","OTHER",23,4104,"20260225","ABSENTEE"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",6,4104,"20260225","ABSENTEE"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","UNDERVOTES","OTHER",14,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1086,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OVERVOTES","OTHER",1,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OVERVOTES","OTHER",2,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OTHER","OTHER",58,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","OVERVOTES","OTHER",1,4104,"20260225","ABSENTEE"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","UNDERVOTES","OTHER",8,4104,"20260225","ABSENTEE"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",14,4104,"20260225","ELECTION DAY"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",20,4104,"20260225","TOTAL"
"IOWA","ADAIR",2024,"IA","19001","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",528,4104,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OTHER","OTHER",18,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OVERVOTES","OTHER",1,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","UNDERVOTES","OTHER",12,2153,"20260225","TOTAL"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OVERVOTES","OTHER",5,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1517,2153,"20260225","TOTAL"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","UNDERVOTES","OTHER",6,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",266,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OVERVOTES","OTHER",6,2153,"20260225","TOTAL"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OTHER","OTHER",15,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",4,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","OTHER","OTHER",33,2153,"20260225","TOTAL"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",310,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",9,2153,"20260225","TOTAL"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","UNDERVOTES","OTHER",6,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",639,2153,"20260225","ABSENTEE"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",878,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",5,2153,"20260225","ELECTION DAY"
"IOWA","ADAMS",2024,"IA","19003","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",576,2153,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1964,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1070,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OVERVOTES","OTHER",3,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",5,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1280,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OTHER","OTHER",36,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OVERVOTES","OTHER",10,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","UNDERVOTES","OTHER",40,7410,"20260225","ABSENTEE"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OTHER","OTHER",83,7410,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OVERVOTES","OTHER",13,7410,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",23,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2893,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2350,7410,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","UNDERVOTES","OTHER",39,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","OTHER","OTHER",47,7410,"20260225","ELECTION DAY"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4857,7410,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",28,7410,"20260225","TOTAL"
"IOWA","ALLAMAKEE",2024,"IA","19005","US PRESIDENT","UNDERVOTES","OTHER",79,7410,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",899,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OTHER","OTHER",29,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",18,6535,"20260225","ELECTION DAY"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","UNDERVOTES","OTHER",15,6535,"20260225","ELECTION DAY"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",22,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","UNDERVOTES","OTHER",29,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1686,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1719,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OTHER","OTHER",72,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OVERVOTES","OTHER",7,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","UNDERVOTES","OTHER",44,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2985,6535,"20260225","ELECTION DAY"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",787,6535,"20260225","ELECTION DAY"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OTHER","OTHER",43,6535,"20260225","ELECTION DAY"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4704,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",4,6535,"20260225","ABSENTEE"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OVERVOTES","OTHER",7,6535,"20260225","TOTAL"
"IOWA","APPANOOSE",2024,"IA","19007","US PRESIDENT","OVERVOTES","OTHER",0,6535,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OVERVOTES","OTHER",1,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","UNDERVOTES","OTHER",8,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","UNDERVOTES","OTHER",28,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",8,3286,"20260225","TOTAL"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",6,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",469,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",2,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OTHER","OTHER",17,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OTHER","OTHER",40,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",925,3286,"20260225","ABSENTEE"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1289,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",501,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OVERVOTES","OTHER",1,3286,"20260225","TOTAL"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",970,3286,"20260225","TOTAL"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OVERVOTES","OTHER",0,3286,"20260225","ELECTION DAY"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2214,3286,"20260225","TOTAL"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","UNDERVOTES","OTHER",36,3286,"20260225","TOTAL"
"IOWA","AUDUBON",2024,"IA","19009","US PRESIDENT","OTHER","OTHER",57,3286,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OVERVOTES","OTHER",6,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",7167,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","UNDERVOTES","OTHER",30,14593,"20260225","ABSENTEE"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",53,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","UNDERVOTES","OTHER",45,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","UNDERVOTES","OTHER",75,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OTHER","OTHER",129,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OTHER","OTHER",27,14593,"20260225","ABSENTEE"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",12,14593,"20260225","ABSENTEE"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OVERVOTES","OTHER",9,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1531,14593,"20260225","ABSENTEE"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",65,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OVERVOTES","OTHER",3,14593,"20260225","ABSENTEE"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",4739,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3208,14593,"20260225","ELECTION DAY"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","OTHER","OTHER",156,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",9549,14593,"20260225","TOTAL"
"IOWA","BENTON",2024,"IA","19011","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2382,14593,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","UNDERVOTES","OTHER",316,63279,"20260225","TOTAL"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",16937,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",20464,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OTHER","OTHER",531,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OVERVOTES","OTHER",23,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",171,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OTHER","OTHER",787,63279,"20260225","TOTAL"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OVERVOTES","OTHER",57,63279,"20260225","TOTAL"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",14362,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",77,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","UNDERVOTES","OTHER",168,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",248,63279,"20260225","TOTAL"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",30572,63279,"20260225","TOTAL"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OVERVOTES","OTHER",34,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","UNDERVOTES","OTHER",148,63279,"20260225","ELECTION DAY"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","OTHER","OTHER",256,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",10108,63279,"20260225","ABSENTEE"
"IOWA","BLACK HAWK",2024,"IA","19013","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",31299,63279,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OVERVOTES","OTHER",18,15520,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3726,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OTHER","OTHER",229,15520,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","UNDERVOTES","OTHER",48,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",80,15520,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2738,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",5895,15520,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","UNDERVOTES","OTHER",51,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",3157,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OTHER","OTHER",82,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OVERVOTES","OTHER",13,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OTHER","OTHER",147,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",58,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5473,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",22,15520,"20260225","ABSENTEE"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","UNDERVOTES","OTHER",99,15520,"20260225","TOTAL"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","OVERVOTES","OTHER",5,15520,"20260225","ELECTION DAY"
"IOWA","BOONE",2024,"IA","19015","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",9199,15520,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2865,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",49,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","UNDERVOTES","OTHER",35,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",5571,14673,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OTHER","OTHER",172,14673,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",8799,14673,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","UNDERVOTES","OTHER",56,14673,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2928,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OTHER","OTHER",54,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OVERVOTES","OTHER",1,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","UNDERVOTES","OTHER",21,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5871,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",65,14673,"20260225","TOTAL"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OVERVOTES","OTHER",9,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OTHER","OTHER",118,14673,"20260225","ELECTION DAY"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",16,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2706,14673,"20260225","ABSENTEE"
"IOWA","BREMER",2024,"IA","19017","US PRESIDENT","OVERVOTES","OTHER",10,14673,"20260225","TOTAL"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OTHER","OTHER",47,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","UNDERVOTES","OTHER",53,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",9,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",36,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","UNDERVOTES","OTHER",39,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2060,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",1685,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OTHER","OTHER",149,10856,"20260225","TOTAL"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OVERVOTES","OTHER",14,10856,"20260225","TOTAL"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OVERVOTES","OTHER",11,10856,"20260225","ABSENTEE"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","KAMALA D HARRIS","DEMOCRAT",2081,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OTHER","OTHER",102,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","OVERVOTES","OTHER",3,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4730,10856,"20260225","ELECTION DAY"
"IOWA","BUCHANAN",2024,"IA","19019","US PRESIDENT","CHASE OLIVER","LIBERTARIAN",45,10856,"20260225","TOTAL"
